sort_index,file_path,relative_file_path,path_base,title,document_date,effective_date,source_page_date,source_page_url,source_page_title,crawl_date,file_mtime,date_source,date_confidence,legal_sort_bucket,legal_sort_date,legal_sort_confidence,legal_sort_group,legal_sort_sequence,sort_policy_source,sort_policy_reason,relationship_hint,original_file_url,url_status,url_ok,url_source,notes
257,ctsv/bai-viet/pdf/06_qd_dhcntt_ctsv25_3_2016_scan_0-b56d8251.pdf,ctsv/bai-viet/pdf/06_qd_dhcntt_ctsv25_3_2016_scan_0-b56d8251.pdf,manifest_dir,06_qd_dhcntt_ctsv25_3_2016_scan_0-b56d8251.pdf,2016-03-25,2016-03-25,2016-03-25,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:11:49.802842,title,high,document_date,2016-03-25,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201604/06_qd_dhcntt_ctsv25_3_2016_scan_0.pdf,unchecked,false,metadata_file_path,from_metadata
258,ctsv/bai-viet/pdf/hnsv_2016_-_giai_dap_thac_mac-78f0a66e.pdf,ctsv/bai-viet/pdf/hnsv_2016_-_giai_dap_thac_mac-78f0a66e.pdf,manifest_dir,hnsv_2016_-_giai_dap_thac_mac-78f0a66e.pdf,,,2016-03-29,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/giai-dap-thac-mac-hoi-nghi-sinh-vien-2016#main),2026-07-09,2026-07-09T10:52:13.710221,missing,low,source_page_date,2016-03-29,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201603/hnsv_2016_-_giai_dap_thac_mac.pdf,unchecked,false,metadata_file_path,from_metadata
259,ctsv/bai-viet/pdf/07_qd_dhcntt_ctsv30_3_2016_scan-1adc6aa7.pdf,ctsv/bai-viet/pdf/07_qd_dhcntt_ctsv30_3_2016_scan-1adc6aa7.pdf,manifest_dir,07_qd_dhcntt_ctsv30_3_2016_scan-1adc6aa7.pdf,2016-03-30,2016-03-30,2016-03-30,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:11:55.149648,title,high,document_date,2016-03-30,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201604/07_qd_dhcntt_ctsv30_3_2016_scan.pdf,unchecked,false,metadata_file_path,from_metadata
260,ctsv/bai-viet/pdf/08_qd_dhcntt_ctsv30_3_2016_scan-358eaa72.pdf,ctsv/bai-viet/pdf/08_qd_dhcntt_ctsv30_3_2016_scan-358eaa72.pdf,manifest_dir,08_qd_dhcntt_ctsv30_3_2016_scan-358eaa72.pdf,2016-03-30,2016-03-30,2016-03-30,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:12:02.644743,title,high,document_date,2016-03-30,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201604/08_qd_dhcntt_ctsv30_3_2016_scan.pdf,unchecked,false,metadata_file_path,from_metadata
261,ctsv/bai-viet/pdf/10_2016_tt_bgddt-a5777729.pdf,ctsv/bai-viet/pdf/10_2016_tt_bgddt-a5777729.pdf,manifest_dir,10_2016_tt_bgddt-a5777729.pdf,,,2016-04-05,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/quy-che-sinh-vien-qui-dinh-sinh-hoat-cong-dan-sinh-vien-danh-gia-ket-qua-ren-luyen-sinh#main),2026-07-09,2026-07-09T11:44:01.143281,missing,low,source_page_date,2016-04-05,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/uploads/10_2016_tt_bgddt.pdf,unchecked,false,metadata_file_path,from_metadata
262,ctsv/bai-viet/pdf/1325_qd_bgddt-16a911bc.pdf,ctsv/bai-viet/pdf/1325_qd_bgddt-16a911bc.pdf,manifest_dir,1325_qd_bgddt-16a911bc.pdf,,,2016-04-05,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/quy-che-sinh-vien-qui-dinh-sinh-hoat-cong-dan-sinh-vien-danh-gia-ket-qua-ren-luyen-sinh#main),2026-07-09,2026-07-09T11:44:01.240803,missing,low,source_page_date,2016-04-05,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/uploads/1325_qd_bgddt.pdf,unchecked,false,metadata_file_path,from_metadata
263,ctsv/bai-viet/pdf/11_kh_dhcntt_ctsv07_4_2016_scan-96b18bc5.pdf,ctsv/bai-viet/pdf/11_kh_dhcntt_ctsv07_4_2016_scan-96b18bc5.pdf,manifest_dir,11_kh_dhcntt_ctsv07_4_2016_scan-96b18bc5.pdf,2016-04-07,2016-04-07,2016-04-07,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T10:36:33.428583,title,high,document_date,2016-04-07,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201604/11_kh_dhcntt_ctsv07_4_2016_scan.pdf,unchecked,false,metadata_file_path,from_metadata
264,ctsv/bai-viet/pdf/10_tb_ctsv11_4_2016-5a51d5bc.pdf,ctsv/bai-viet/pdf/10_tb_ctsv11_4_2016-5a51d5bc.pdf,manifest_dir,10_tb_ctsv11_4_2016-5a51d5bc.pdf,2016-04-11,2016-04-11,2016-04-11,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:49:22.055860,title,high,document_date,2016-04-11,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201604/10_tb_ctsv11_4_2016.pdf,unchecked,false,metadata_file_path,from_metadata
265,ctsv/bai-viet/pdf/09_2016_ttlt_bgd_btc_bld-94c12fe1.pdf,ctsv/bai-viet/pdf/09_2016_ttlt_bgd_btc_bld-94c12fe1.pdf,manifest_dir,09_2016_ttlt_bgd_btc_bld-94c12fe1.pdf,,,2016-04-11,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/thong-tu-lien-tich-so-092016ttlt-bgddt-btc-bldtbxh-ve-co-che-thu-quan-ly-hoc-phi-va-chinh#main),2026-07-09,2026-07-09T11:37:37.184086,missing,low,source_page_date,2016-04-11,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201604/09_2016_ttlt_bgd_btc_bld.pdf,unchecked,false,metadata_file_path,from_metadata
266,ctsv/bai-viet/pdf/86-2015-nd-cp-44fd86dc.pdf,ctsv/bai-viet/pdf/86-2015-nd-cp-44fd86dc.pdf,manifest_dir,86-2015-nd-cp-44fd86dc.pdf,,,2016-04-11,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/nghi-dinh-862015nd-cp-ve-co-che-thu-quan-ly-hoc-phi-va-chinh-sach-mien-giam-hoc-phi-ho-tro#main),2026-07-09,2026-07-09T11:08:39.591099,missing,low,source_page_date,2016-04-11,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201604/86-2015-nd-cp.pdf,unchecked,false,metadata_file_path,from_metadata
267,ctsv/bai-viet/pdf/05-tb-ctsv_-_mghp_-_hk2_2015-2016-41174781.pdf,ctsv/bai-viet/pdf/05-tb-ctsv_-_mghp_-_hk2_2015-2016-41174781.pdf,manifest_dir,05-tb-ctsv_-_mghp_-_hk2_2015-2016-41174781.pdf,,,2016-04-15,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/thong-bao-nop-ho-so-mien-giam-hoc-phi-hk2-nam-hoc-2015-2016#main),2026-07-09,2026-07-09T11:52:52.895791,missing,low,source_page_date,2016-04-15,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201603/05-tb-ctsv_-_mghp_-_hk2_2015-2016.pdf,unchecked,false,metadata_file_path,from_metadata
268,ctsv/bai-viet/pdf/06-tb-ctsv_tro_cap_xh_-hk2_2015-2016-f40f2ac3.pdf,ctsv/bai-viet/pdf/06-tb-ctsv_tro_cap_xh_-hk2_2015-2016-f40f2ac3.pdf,manifest_dir,06-tb-ctsv_tro_cap_xh_-hk2_2015-2016-f40f2ac3.pdf,,,2016-04-15,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/thong-bao-nop-ho-so-tro-cap-xa-hoi-hk2-nam-hoc-2015-2016#main),2026-07-09,2026-07-09T11:53:08.846840,missing,low,source_page_date,2016-04-15,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201603/06-tb-ctsv_tro_cap_xh_-hk2_2015-2016.pdf,unchecked,false,metadata_file_path,from_metadata
269,ctsv/bai-viet/pdf/07-tb-ctsv_cs_khuyet_tat_hk2_2015-2016-c592c450.pdf,ctsv/bai-viet/pdf/07-tb-ctsv_cs_khuyet_tat_hk2_2015-2016-c592c450.pdf,manifest_dir,07-tb-ctsv_cs_khuyet_tat_hk2_2015-2016-c592c450.pdf,,,2016-04-15,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/thong-bao-nop-ho-so-huong-chinh-sach-cho-sv-khuyet-tat-hk2-nam-hoc-2015-2016#main),2026-07-09,2026-07-09T11:52:50.731486,missing,low,source_page_date,2016-04-15,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201603/07-tb-ctsv_cs_khuyet_tat_hk2_2015-2016.pdf,unchecked,false,metadata_file_path,from_metadata
270,ctsv/bai-viet/pdf/08-tb-ctsv_dt_thieu_so_-hk2_2015-2016-5074fb93.pdf,ctsv/bai-viet/pdf/08-tb-ctsv_dt_thieu_so_-hk2_2015-2016-5074fb93.pdf,manifest_dir,08-tb-ctsv_dt_thieu_so_-hk2_2015-2016-5074fb93.pdf,,,2016-04-15,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/thong-bao-nop-ho-so-ho-tro-chi-phi-mua-do-dung-hoc-tap-cho-sinh-vien-dtts-hk2-nam-hoc-2015#main),2026-07-09,2026-07-09T11:52:49.292286,missing,low,source_page_date,2016-04-15,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201603/08-tb-ctsv_dt_thieu_so_-hk2_2015-2016.pdf,unchecked,false,metadata_file_path,from_metadata
271,ctsv/bai-viet/pdf/09_qd_dhcntt_ctsv18_4_2016_scan-6825ca09.pdf,ctsv/bai-viet/pdf/09_qd_dhcntt_ctsv18_4_2016_scan-6825ca09.pdf,manifest_dir,09_qd_dhcntt_ctsv18_4_2016_scan-6825ca09.pdf,2016-04-18,2016-04-18,2016-04-18,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:12:10.160653,title,high,document_date,2016-04-18,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201604/09_qd_dhcntt_ctsv18_4_2016_scan.pdf,unchecked,false,metadata_file_path,from_metadata
272,ctsv/bai-viet/pdf/10_qd_dhcntt_ctsv18_4_2016_scan-c67ddcb0.pdf,ctsv/bai-viet/pdf/10_qd_dhcntt_ctsv18_4_2016_scan-c67ddcb0.pdf,manifest_dir,10_qd_dhcntt_ctsv18_4_2016_scan-c67ddcb0.pdf,2016-04-18,2016-04-18,2016-04-18,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:12:27.760629,title,high,document_date,2016-04-18,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201604/10_qd_dhcntt_ctsv18_4_2016_scan.pdf,unchecked,false,metadata_file_path,from_metadata
273,ctsv/bai-viet/pdf/11_qd_dhcntt_ctsv20_4_2016_scan-0cb24ba0.pdf,ctsv/bai-viet/pdf/11_qd_dhcntt_ctsv20_4_2016_scan-0cb24ba0.pdf,manifest_dir,11_qd_dhcntt_ctsv20_4_2016_scan-0cb24ba0.pdf,2016-04-20,2016-04-20,2016-04-20,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:12:52.822351,title,high,document_date,2016-04-20,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201604/11_qd_dhcntt_ctsv20_4_2016_scan.pdf,unchecked,false,metadata_file_path,from_metadata
274,ctsv/bai-viet/pdf/12_qd_dhcntt_ctsv20_4_2016_scan_0-6beec433.pdf,ctsv/bai-viet/pdf/12_qd_dhcntt_ctsv20_4_2016_scan_0-6beec433.pdf,manifest_dir,12_qd_dhcntt_ctsv20_4_2016_scan_0-6beec433.pdf,2016-04-20,2016-04-20,2016-04-20,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/quyet-dinh-so-11122016-cong-tac-co-van-hoc-tap-lop-antt2013#main),2026-07-09,2026-07-09T11:12:52.941486,title,high,document_date,2016-04-20,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201604/12_qd_dhcntt_ctsv20_4_2016_scan_0.pdf,unchecked,false,metadata_file_path,from_metadata
275,ctsv/bai-viet/pdf/13_qd_dhcntt_ctsv20_4_2016_scan-f3e129bf.pdf,ctsv/bai-viet/pdf/13_qd_dhcntt_ctsv20_4_2016_scan-f3e129bf.pdf,manifest_dir,13_qd_dhcntt_ctsv20_4_2016_scan-f3e129bf.pdf,2016-04-20,2016-04-20,2016-04-20,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:14:43.900729,title,high,document_date,2016-04-20,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201604/13_qd_dhcntt_ctsv20_4_2016_scan.pdf,unchecked,false,metadata_file_path,from_metadata
276,ctsv/bai-viet/pdf/14_qd_dhcntt_ctsv20_4_2016_scan-a5fbe6f8.pdf,ctsv/bai-viet/pdf/14_qd_dhcntt_ctsv20_4_2016_scan-a5fbe6f8.pdf,manifest_dir,14_qd_dhcntt_ctsv20_4_2016_scan-a5fbe6f8.pdf,2016-04-20,2016-04-20,2016-04-20,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/quyet-dinh-so-13142016-cong-tac-co-van-hoc-tap-lop-antn2013#main),2026-07-09,2026-07-09T11:14:44.018885,title,high,document_date,2016-04-20,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201604/14_qd_dhcntt_ctsv20_4_2016_scan.pdf,unchecked,false,metadata_file_path,from_metadata
277,ctsv/bai-viet/pdf/15_qd_dhcntt_ctsv20_4_2016_scan-05c970fa.pdf,ctsv/bai-viet/pdf/15_qd_dhcntt_ctsv20_4_2016_scan-05c970fa.pdf,manifest_dir,15_qd_dhcntt_ctsv20_4_2016_scan-05c970fa.pdf,2016-04-20,2016-04-20,2016-04-20,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/quyet-dinh-so-15162016-cong-tac-co-van-hoc-tap-lop-mmtt2014#main),2026-07-09,2026-07-09T11:16:30.441608,title,high,document_date,2016-04-20,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201604/15_qd_dhcntt_ctsv20_4_2016_scan.pdf,unchecked,false,metadata_file_path,from_metadata
278,ctsv/bai-viet/pdf/16_qd_dhcntt_ctsv20_4_2016_scan-a1fca1a2.pdf,ctsv/bai-viet/pdf/16_qd_dhcntt_ctsv20_4_2016_scan-a1fca1a2.pdf,manifest_dir,16_qd_dhcntt_ctsv20_4_2016_scan-a1fca1a2.pdf,2016-04-20,2016-04-20,2016-04-20,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:16:30.338104,title,high,document_date,2016-04-20,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201604/16_qd_dhcntt_ctsv20_4_2016_scan.pdf,unchecked,false,metadata_file_path,from_metadata
279,ctsv/bai-viet/pdf/tb_hoc_bong_nganh_attt-3e764b97.pdf,ctsv/bai-viet/pdf/tb_hoc_bong_nganh_attt-3e764b97.pdf,manifest_dir,tb_hoc_bong_nganh_attt-3e764b97.pdf,,,2016-04-29,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/hoc-bong-danh-cho-sinh-vien-nganh-toan-thong-tin#main),2026-07-09,2026-07-09T10:53:46.979522,missing,low,source_page_date,2016-04-29,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201604/tb_hoc_bong_nganh_attt.pdf,unchecked,false,metadata_file_path,from_metadata
280,ctsv/bai-viet/pdf/17_qd_dhcntt_ctsv04_5_2016_scan-0b07833a.pdf,ctsv/bai-viet/pdf/17_qd_dhcntt_ctsv04_5_2016_scan-0b07833a.pdf,manifest_dir,17_qd_dhcntt_ctsv04_5_2016_scan-0b07833a.pdf,2016-05-04,2016-05-04,2016-05-04,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:17:24.931642,title,high,document_date,2016-05-04,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201605/17_qd_dhcntt_ctsv04_5_2016_scan.pdf,unchecked,false,metadata_file_path,from_metadata
281,ctsv/bai-viet/pdf/18_qd_dhcntt_ctsv04_5_2016_scan-012ac2ed.pdf,ctsv/bai-viet/pdf/18_qd_dhcntt_ctsv04_5_2016_scan-012ac2ed.pdf,manifest_dir,18_qd_dhcntt_ctsv04_5_2016_scan-012ac2ed.pdf,2016-05-04,2016-05-04,2016-05-04,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:17:38.133141,title,high,document_date,2016-05-04,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201605/18_qd_dhcntt_ctsv04_5_2016_scan.pdf,unchecked,false,metadata_file_path,from_metadata
282,ctsv/bai-viet/pdf/15_kh_dhcntt_ctsv5_5_2016_scan-89cfe501.pdf,ctsv/bai-viet/pdf/15_kh_dhcntt_ctsv5_5_2016_scan-89cfe501.pdf,manifest_dir,15_kh_dhcntt_ctsv5_5_2016_scan-89cfe501.pdf,2016-05-05,2016-05-05,2016-05-05,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T10:37:01.275914,title,high,document_date,2016-05-05,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201605/15_kh_dhcntt_ctsv5_5_2016_scan.pdf,unchecked,false,metadata_file_path,from_metadata
283,ctsv/bai-viet/pdf/dssv_chua_hoan_thanh_shcd_cuoi_khoa-96180394.pdf,ctsv/bai-viet/pdf/dssv_chua_hoan_thanh_shcd_cuoi_khoa-96180394.pdf,manifest_dir,dssv_chua_hoan_thanh_shcd_cuoi_khoa-96180394.pdf,,,2016-05-09,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/danh-sach-sv-chua-hoan-thanh-sinh-hoat-cong-dan-sinh-vien-cuoi-khoa#main),2026-07-09,2026-07-09T10:50:53.439511,missing,low,source_page_date,2016-05-09,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201605/dssv_chua_hoan_thanh_shcd_cuoi_khoa.pdf,unchecked,false,metadata_file_path,from_metadata
284,ctsv/bai-viet/pdf/16_kh_dhcntt_ctsv10_5_2016_scan-ec2053e1.pdf,ctsv/bai-viet/pdf/16_kh_dhcntt_ctsv10_5_2016_scan-ec2053e1.pdf,manifest_dir,16_kh_dhcntt_ctsv10_5_2016_scan-ec2053e1.pdf,2016-05-10,2016-05-10,2016-05-10,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T10:37:07.985931,title,high,document_date,2016-05-10,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201605/16_kh_dhcntt_ctsv10_5_2016_scan.pdf,unchecked,false,metadata_file_path,from_metadata
285,ctsv/bai-viet/pdf/17_kh_dhcntt_ctsv10_5_2016_scan-843f6ed0.pdf,ctsv/bai-viet/pdf/17_kh_dhcntt_ctsv10_5_2016_scan-843f6ed0.pdf,manifest_dir,17_kh_dhcntt_ctsv10_5_2016_scan-843f6ed0.pdf,2016-05-10,2016-05-10,2016-05-10,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T10:37:15.628110,title,high,document_date,2016-05-10,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201605/17_kh_dhcntt_ctsv10_5_2016_scan.pdf,unchecked,false,metadata_file_path,from_metadata
286,ctsv/bai-viet/pdf/19_qd_dhcntt_ctsv10_5_2016_scan-bce8916d.pdf,ctsv/bai-viet/pdf/19_qd_dhcntt_ctsv10_5_2016_scan-bce8916d.pdf,manifest_dir,19_qd_dhcntt_ctsv10_5_2016_scan-bce8916d.pdf,2016-05-10,2016-05-10,2016-05-10,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:17:49.713612,title,high,document_date,2016-05-10,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201605/19_qd_dhcntt_ctsv10_5_2016_scan.pdf,unchecked,false,metadata_file_path,from_metadata
287,ctsv/bai-viet/pdf/18_tb_dhcntt_ctsv13_5_2016_scan-2034d10d.pdf,ctsv/bai-viet/pdf/18_tb_dhcntt_ctsv13_5_2016_scan-2034d10d.pdf,manifest_dir,18_tb_dhcntt_ctsv13_5_2016_scan-2034d10d.pdf,2016-05-13,2016-05-13,2016-05-13,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/thong-bao-so-182015-chuc-buoi-toa-dam-cu-tri-tre-co-trach-nhiem#main),2026-07-09,2026-07-09T11:53:27.642291,title,high,document_date,2016-05-13,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201605/18_tb_dhcntt_ctsv13_5_2016_scan.pdf,unchecked,false,metadata_file_path,from_metadata
288,ctsv/bai-viet/pdf/20_qd_dhcntt_ctsv15_5_2016_scan-49dbd24f.pdf,ctsv/bai-viet/pdf/20_qd_dhcntt_ctsv15_5_2016_scan-49dbd24f.pdf,manifest_dir,20_qd_dhcntt_ctsv15_5_2016_scan-49dbd24f.pdf,2016-05-15,2016-05-15,2016-05-15,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:18:02.623677,title,high,document_date,2016-05-15,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201605/20_qd_dhcntt_ctsv15_5_2016_scan.pdf,unchecked,false,metadata_file_path,from_metadata
289,ctsv/bai-viet/pdf/dssv_hoan_thanh_shcd_cuoi_khoa_dot_1_-2016-1c8bd638.pdf,ctsv/bai-viet/pdf/dssv_hoan_thanh_shcd_cuoi_khoa_dot_1_-2016-1c8bd638.pdf,manifest_dir,dssv_hoan_thanh_shcd_cuoi_khoa_dot_1_-2016-1c8bd638.pdf,,,2016-05-15,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/danh-sach-sinh-vien-hoan-thanh-shcd-cuoi-khoa-dot-1-nam-2016#main),2026-07-09,2026-07-09T10:49:26.583445,missing,low,source_page_date,2016-05-15,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201605/dssv_hoan_thanh_shcd_cuoi_khoa_dot_1_-2016.pdf,unchecked,false,metadata_file_path,from_metadata
290,ctsv/bai-viet/pdf/dssv_hoan_thanh_shcd_cuoi_khoa_dot_1_-2016-a73528c7.pdf,ctsv/bai-viet/pdf/dssv_hoan_thanh_shcd_cuoi_khoa_dot_1_-2016-a73528c7.pdf,manifest_dir,dssv_hoan_thanh_shcd_cuoi_khoa_dot_1_-2016-a73528c7.pdf,,,2016-05-16,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/danh-sach-sinh-vien-hoan-thanh-shcd-cuoi-khoa-dot-1-2016-final#main),2026-07-09,2026-07-09T10:49:22.822683,missing,low,source_page_date,2016-05-16,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201607/dssv_hoan_thanh_shcd_cuoi_khoa_dot_1_-2016.pdf,unchecked,false,metadata_file_path,from_metadata
291,_stale_artifacts/20260709T054053Z/daa/khac/chua-phan-loai/pdf/22_qd_dhcntt_ctsv19_5_2016_scan-2e428b7c.pdf,_stale_artifacts/20260709T054053Z/daa/khac/chua-phan-loai/pdf/22_qd_dhcntt_ctsv19_5_2016_scan-2e428b7c.pdf,manifest_dir,22_qd_dhcntt_ctsv19_5_2016_scan-2e428b7c.pdf,2016-05-19,2016-05-19,2016-05-19,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",,2026-07-09T10:32:53.106950,title,high,document_date,2016-05-19,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201605/22_qd_dhcntt_ctsv19_5_2016_scan.pdf,unchecked,false,cached_normalized_name,discovered_from_filesystem
292,ctsv/bai-viet/pdf/19_kh_dhcntt_ctsv19_5_2016_scan-4ade0c34.pdf,ctsv/bai-viet/pdf/19_kh_dhcntt_ctsv19_5_2016_scan-4ade0c34.pdf,manifest_dir,19_kh_dhcntt_ctsv19_5_2016_scan-4ade0c34.pdf,2016-05-19,2016-05-19,2016-05-19,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T10:37:24.499841,title,high,document_date,2016-05-19,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201605/19_kh_dhcntt_ctsv19_5_2016_scan.pdf,unchecked,false,metadata_file_path,from_metadata
293,ctsv/bai-viet/pdf/21_qd_dhcntt_ctsv19_5_2016_scan-2346d5c1.pdf,ctsv/bai-viet/pdf/21_qd_dhcntt_ctsv19_5_2016_scan-2346d5c1.pdf,manifest_dir,21_qd_dhcntt_ctsv19_5_2016_scan-2346d5c1.pdf,2016-05-19,2016-05-19,2016-05-19,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:18:22.926369,title,high,document_date,2016-05-19,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201605/21_qd_dhcntt_ctsv19_5_2016_scan.pdf,unchecked,false,metadata_file_path,from_metadata
294,ctsv/bai-viet/pdf/22_qd_dhcntt_ctsv19_5_2016_scan-2e428b7c.pdf,ctsv/bai-viet/pdf/22_qd_dhcntt_ctsv19_5_2016_scan-2e428b7c.pdf,manifest_dir,22_qd_dhcntt_ctsv19_5_2016_scan-2e428b7c.pdf,2016-05-19,2016-05-19,2016-05-19,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T10:34:58.373510,title,high,document_date,2016-05-19,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201605/22_qd_dhcntt_ctsv19_5_2016_scan.pdf,unchecked,false,metadata_file_path,from_metadata
